@relation R_data_frame

@attribute Agriculture_intensity numeric
@attribute Major_crop_type numeric
@attribute Settlement_pattern numeric
@attribute Political_complexity numeric
@attribute Plow_cultivation numeric
@attribute Animal_type {'Absence or near absence',Bovine,Camelids,Deer,Equine,Pigs,Sheep/goats}
@attribute Milking {'Absence or near absence','More than sporadically'}
@attribute Population_size numeric
@attribute Amphibian_richness numeric
@attribute Bird_richness numeric
@attribute Mammal_richness numeric
@attribute Plants_richness numeric
@attribute Annual_NPP_Var numeric
@attribute Monthly_mean_NPP numeric
@attribute NPP_Constancy numeric
@attribute NPP_Contingency numeric
@attribute NPP_Predictability numeric
@attribute Biome {'Boreal Forests/Taiga','Deserts & Xeric Shrublands','Flooded Grasslands & Savannas',Ice,'Inland Water',Mangroves,'Mediterranean Forests, Woodlands & Scrub','Montane Grasslands & Shrublands','Temperate Broadleaf & Mixed Forests','Temperate Conifer Forests','Temperate Grasslands, Savannas & Shrublands','Tropical & Subtropical Coniferous Forests','Tropical & Subtropical Dry Broadleaf Forests','Tropical & Subtropical Grasslands, Savannas & Shrublands','Tropical & Subtropical Moist Broadleaf Forests',Tundra}
@attribute Annual_Mean_Temp numeric
@attribute Annual_Precip_Var numeric
@attribute Annual_Temp_Var numeric
@attribute Monthly_Mean_Precip numeric
@attribute Precip_Constancy numeric
@attribute Precip_Contingency numeric
@attribute Precip_Predictability numeric
@attribute Temp_Constancy numeric
@attribute Temp_Contingency numeric
@attribute Temp_Predictability numeric
@attribute cluster {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}

@data
5,6,5,2,1,Bovine,'More than sporadically',20000,18.288622,451.361768,147.148661,1868.11,0.218136,1.295004,0.385912,0.103369,0.48928,'Tropical & Subtropical Grasslands, Savannas & Shrublands',20.290422,3868647531,1.484035,54845.00616,0.384484,0.140148,0.524632,0.654026,0.097283,0.751309,6
3,6,6,2,1,Bovine,'More than sporadically',24000,27.934411,460.757777,166.250025,2008.63,0.541771,2.609338,0.216976,0.19266,0.409635,'Tropical & Subtropical Grasslands, Savannas & Shrublands',20.56683,6707058434,1.637312,72322.03149,0.360645,0.140258,0.500903,0.643125,0.094393,0.737518,6
3,6,2,2,1,Bovine,'More than sporadically',20000,34.169696,320.306346,133.04018,2388.25,0.580077,1.884591,0.248419,0.19598,0.444399,'Tropical & Subtropical Grasslands, Savannas & Shrublands',18.815967,10434729969,3.981692,92834.81079,0.464359,0.242273,0.706632,0.573321,0.161224,0.734545,12
1,1,1,3,1,Bovine,'More than sporadically',30000,16.534758,388.841368,131.974678,1603.95,0.128897,0.852409,0.497499,0.117674,0.615173,'Tropical & Subtropical Grasslands, Savannas & Shrublands',21.019703,2706384224,1.290715,45335.30332,0.399642,0.1535,0.553142,0.669648,0.098562,0.76821,12
3,6,2,1,1,Bovine,'More than sporadically',430000,15,211.399561,83.234105,1177.16,0.558673,0.556958,0.267956,0.201856,0.469812,'Flooded Grasslands & Savannas',24.474791,9564558150,2.187212,134237.6663,0.415633,0.265677,0.681309,0.624158,0.137707,0.761865,6
3,6,1,2,1,Bovine,'More than sporadically',60000,17.593063,306.269056,144.928605,1922.37,0.58653,1.598839,0.276012,0.221969,0.497981,'Tropical & Subtropical Grasslands, Savannas & Shrublands',22.513459,10549284958,2.163738,98681.60794,0.33896,0.153145,0.492105,0.633192,0.106245,0.739437,3
3,6,7,3,1,Bovine,'More than sporadically',7000,21,301.462509,117.072391,1557.62,0.495991,0.631947,0.290462,0.169451,0.459913,'Tropical & Subtropical Grasslands, Savannas & Shrublands',23.886275,9810333784,2.680471,131623.8637,0.410849,0.185201,0.59605,0.612908,0.1254,0.738308,6
3,6,7,1,1,Bovine,'More than sporadically',275000,21.768273,333.81363,131.04543,1883.83,0.797534,1.839038,0.173239,0.210624,0.383863,'Tropical & Subtropical Grasslands, Savannas & Shrublands',22.941306,13629259114,1.964896,121945.8672,0.382537,0.156553,0.53909,0.644139,0.10222,0.746358,6
3,6,2,1,1,Bovine,'More than sporadically',80000,15.972527,241.300994,110.599564,1474.42,0.021663,0.116193,0.685949,0.080703,0.766652,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.686959,6097009862,3.483006,84083.87565,0.36528,0.15746,0.52274,0.584379,0.130297,0.714676,6
5,6,5,2,1,Bovine,'More than sporadically',800000,21.875576,14,129.387045,2350.06,0.279961,2.323524,0.333308,0.155305,0.488613,'Inland Water',19.420609,11215854123,0.932803,94339.46974,0.335294,0.228552,0.563847,0.682541,0.088678,0.77122,5
5,6,5,2,1,Bovine,'More than sporadically',113000,25.086065,440.239644,172.467078,2274.31,0.235004,4.386067,0.262117,0.15475,0.416867,'Tropical & Subtropical Grasslands, Savannas & Shrublands',19.399837,6129817057,1.244483,68198.09799,0.38852,0.155224,0.543744,0.66362,0.092282,0.755902,6
3,4,5,1,1,Bovine,'More than sporadically',35000,21.54843,333.171615,122.18429,1693.33,0.836065,0.851133,0.223004,0.199388,0.422392,'Flooded Grasslands & Savannas',23.823479,11345125913,2.248318,147891.0085,0.42372,0.204553,0.628273,0.633578,0.122519,0.756097,6
6,6,5,3,1,Bovine,'More than sporadically',157000,26.732195,434.582391,177.225815,2243.11,0.225808,1.592027,0.372312,0.109411,0.481724,'Tropical & Subtropical Moist Broadleaf Forests',18.356476,3501702670,1.982953,55454.71382,0.493159,0.160661,0.65382,0.624134,0.127863,0.751997,6
5,6,7,1,2,Bovine,'More than sporadically',15000,11.643519,335.146049,108.939637,1673.35,0.392904,1.868009,0.290073,0.177986,0.468059,'Montane Grasslands & Shrublands',21.660241,4925033032,3.248276,83042.00591,0.402793,0.137459,0.540253,0.590796,0.128357,0.719153,5
2,6,1,4,1,Camelids,'More than sporadically',70000,4,253.513566,49.26914,1290.6,0.03961,0.599172,0.595387,0.06491,0.660298,'Tropical & Subtropical Moist Broadleaf Forests',22.160094,3873631672,13.120632,65141.33396,0.383191,0.19818,0.581371,0.463231,0.247483,0.710714,12
3,6,3,3,3,Bovine,'More than sporadically',2000000,11.763286,268.610623,80.506452,1343.33,0.323541,1.864316,0.314937,0.200242,0.515179,'Tropical & Subtropical Moist Broadleaf Forests',17.018599,3354426325,4.057598,60915.92605,0.353875,0.217029,0.570904,0.561132,0.163383,0.724516,3
5,6,5,4,3,Bovine,'More than sporadically',100000,19.682609,306.721181,92.36317,1189.66,0.661789,2.526458,0.253303,0.223955,0.477259,'Montane Grasslands & Shrublands',15.999296,9672910828,1.785688,113838.1711,0.378204,0.204741,0.582944,0.63956,0.121628,0.761188,6
5,6,5,3,3,Bovine,'More than sporadically',40000,16,285.99888,89.810519,1229.8,0.996228,2.695041,0.208734,0.247735,0.456469,'Tropical & Subtropical Moist Broadleaf Forests',16.413382,12733240708,2.226657,116714.2925,0.327031,0.243743,0.570774,0.615588,0.115245,0.730833,6
5,5,5,2,1,Bovine,'More than sporadically',34000,9.369425,341.216526,81.88556,1717.28,0.193672,1.033245,0.405241,0.155519,0.56076,'Tropical & Subtropical Grasslands, Savannas & Shrublands',22.39022,3381682431,3.45828,63124.28949,0.384229,0.176449,0.560678,0.586997,0.160551,0.747548,5
5,5,5,3,1,Bovine,'More than sporadically',7000,11.643519,378.877578,96.82616,1528.56,0.728203,3.072443,0.207048,0.219745,0.426793,'Montane Grasslands & Shrublands',19.26234,3685774521,3.440057,70074.80586,0.393932,0.170194,0.564126,0.59024,0.158074,0.748314,5
5,5,5,2,1,Bovine,'More than sporadically',30000,15.337735,339.490655,93.750337,1381.63,0.325219,2.474901,0.3185,0.16851,0.48701,'Tropical & Subtropical Moist Broadleaf Forests',17.156205,4614353818,2.898997,78237.08715,0.380902,0.179016,0.559918,0.606269,0.135274,0.741543,6
6,6,5,2,1,Bovine,'More than sporadically',1000,13.224755,318.537402,101.459407,1688.8,0.230315,0.805571,0.392321,0.159796,0.552118,'Tropical & Subtropical Grasslands, Savannas & Shrublands',24.269185,3516476752,3.161474,66131.54844,0.388524,0.14017,0.528694,0.588743,0.132839,0.721582,6
3,6,7,2,1,Bovine,'More than sporadically',1500,13.224755,318.537402,101.459407,1688.8,0.230315,0.805571,0.392321,0.159796,0.552118,'Tropical & Subtropical Grasslands, Savannas & Shrublands',24.269185,3516476752,3.161474,66131.54844,0.388524,0.14017,0.528694,0.588743,0.132839,0.721582,6
3,6,6,2,1,Bovine,'More than sporadically',5000,15.643519,303.379431,107.82212,1769.36,0.604233,1.519033,0.27297,0.181729,0.454699,'Tropical & Subtropical Grasslands, Savannas & Shrublands',23.23806,7372450100,3.147014,105177.3732,0.414467,0.135041,0.549507,0.596797,0.114518,0.711314,3
5,6,1,3,1,Camelids,'More than sporadically',1000000,5,94.532875,35.924958,1254.88,0.012617,0.267842,0.743364,0.042993,0.786356,'Tropical & Subtropical Grasslands, Savannas & Shrublands',24.665872,2717708916,4.937686,43922.28819,0.390539,0.224547,0.615086,0.553821,0.184966,0.738787,12
3,6,3,2,1,Bovine,'More than sporadically',2500,14,290.238268,116.163717,1608.99,0.116417,0.283862,0.485179,0.117582,0.602761,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.444711,4548679328,3.530822,79344.1675,0.399282,0.134602,0.533884,0.580951,0.122291,0.703242,3
3,6,6,2,1,Bovine,'More than sporadically',9000,14,290.238268,116.163717,1608.99,0.116417,0.283862,0.485179,0.117582,0.602761,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.444711,4548679328,3.530822,79344.1675,0.399282,0.134602,0.533884,0.580951,0.122291,0.703242,3
5,6,5,3,1,Bovine,'More than sporadically',3800,11.643519,335.146049,108.939637,1673.35,0.392904,1.868009,0.290073,0.177986,0.468059,'Montane Grasslands & Shrublands',21.660241,4925033032,3.248276,83042.00591,0.402793,0.137459,0.540253,0.590796,0.128357,0.719153,6
5,6,5,3,1,Bovine,'More than sporadically',3500,11.643519,335.146049,108.939637,1673.35,0.392904,1.868009,0.290073,0.177986,0.468059,'Montane Grasslands & Shrublands',21.660241,4925033032,3.248276,83042.00591,0.402793,0.137459,0.540253,0.590796,0.128357,0.719153,5
5,6,5,2,1,Bovine,'More than sporadically',2000,15.643519,303.379431,107.82212,1769.36,0.604233,1.519033,0.27297,0.181729,0.454699,'Tropical & Subtropical Grasslands, Savannas & Shrublands',23.23806,7372450100,3.147014,105177.3732,0.414467,0.135041,0.549507,0.596797,0.114518,0.711314,6
5,6,5,2,1,Bovine,'More than sporadically',3500,11.643519,335.146049,108.939637,1673.35,0.392904,1.868009,0.290073,0.177986,0.468059,'Montane Grasslands & Shrublands',21.660241,4925033032,3.248276,83042.00591,0.402793,0.137459,0.540253,0.590796,0.128357,0.719153,5
5,6,5,3,1,Bovine,'More than sporadically',7000,11.643519,335.146049,108.939637,1673.35,0.392904,1.868009,0.290073,0.177986,0.468059,'Montane Grasslands & Shrublands',21.660241,4925033032,3.248276,83042.00591,0.402793,0.137459,0.540253,0.590796,0.128357,0.719153,5
3,6,5,3,1,Bovine,'More than sporadically',12000,10.913935,242.429783,83.110647,1355.89,1.245404,2.799432,0.153,0.276083,0.429083,'Tropical & Subtropical Moist Broadleaf Forests',20.24194,19883177312,1.801341,178159.1594,0.3721,0.269923,0.642023,0.641532,0.125624,0.767155,5
5,5,5,2,1,Bovine,'More than sporadically',5000,11.643519,335.146049,108.939637,1673.35,0.392904,1.868009,0.290073,0.177986,0.468059,'Montane Grasslands & Shrublands',21.660241,4925033032,3.248276,83042.00591,0.402793,0.137459,0.540253,0.590796,0.128357,0.719153,5
5,5,5,4,3,Bovine,'More than sporadically',300000,15.835479,319.776934,85.809296,1215.68,0.429145,1.721856,0.345199,0.20648,0.551679,'Montane Grasslands & Shrublands',15.128372,6350455225,2.607595,86364.89723,0.360754,0.210759,0.571512,0.601899,0.132352,0.734251,5
5,6,7,3,3,Bovine,'More than sporadically',1000000,9,250.327166,58.858186,1231.62,0.196197,0.932405,0.461662,0.166842,0.628504,'Tropical & Subtropical Moist Broadleaf Forests',22.242179,1466841810,8.532473,32945.40648,0.3097,0.185271,0.49497,0.49989,0.212723,0.712612,5
5,6,5,5,3,Bovine,'More than sporadically',4000000,12.075894,280.169175,102.661345,1421.84,0.753702,3.282652,0.237039,0.173661,0.4107,'Tropical & Subtropical Moist Broadleaf Forests',20.33478,11262949597,1.88455,134488.7014,0.417374,0.160358,0.577732,0.646454,0.114854,0.761308,5
5,6,7,2,3,Bovine,'More than sporadically',20000,7.794025,272.266118,76.267632,1168.99,0.830731,1.842365,0.243712,0.289478,0.53319,'Montane Grasslands & Shrublands',20.193741,11911020799,3.605372,99942.14029,0.262169,0.261757,0.523926,0.583297,0.141538,0.724835,5
3,6,7,1,3,Bovine,'More than sporadically',9500,3.059091,191.058412,48.780314,1430.19,0.054807,0.216273,0.578638,0.100686,0.679324,'Tropical & Subtropical Grasslands, Savannas & Shrublands',24.967574,944130049.5,10.201098,30558.54838,0.372465,0.187157,0.559622,0.477957,0.197208,0.675165,5
3,6,7,1,3,Bovine,'More than sporadically',17000,6.442592,188.699926,54.944947,1185.02,0.298259,0.377384,0.37508,0.212578,0.587659,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.419822,2587569415,6.293774,45446.28957,0.293497,0.230267,0.523764,0.517362,0.155059,0.672422,5
2,6,1,2,1,Camelids,'More than sporadically',13000,2,17.954116,21.839464,744.557,0.068849,-0.122947,0.621008,0.201291,0.822299,'Deserts & Xeric Shrublands',24.944254,107365001.9,51.533594,4283.925756,0.171264,0.128398,0.299662,0.347774,0.317889,0.665663,12
2,6,2,2,1,Camelids,'More than sporadically',40000,1,29.218014,25.652039,1026.77,0.069953,-0.006454,0.570592,0.191748,0.762339,'Deserts & Xeric Shrublands',26.086979,246583576.3,31.563309,9698.06432,0.229486,0.131366,0.360852,0.401483,0.289549,0.691032,12
2,6,1,3,1,Camelids,'More than sporadically',90000,2,90.816178,39.810262,1204.94,0.062127,0.144884,0.560669,0.125257,0.685926,'Tropical & Subtropical Grasslands, Savannas & Shrublands',26.120254,428134768.4,16.891613,17358.22341,0.33403,0.125255,0.459285,0.449516,0.263918,0.713434,12
2,6,2,2,1,Bovine,'More than sporadically',275000,5,98.668626,36.652039,1032.35,0.058384,0.026193,0.496453,0.141141,0.637594,'Tropical & Subtropical Grasslands, Savannas & Shrublands',27.3284,1384586865,9.200002,32279.50715,0.296498,0.253611,0.550109,0.488073,0.171485,0.659558,12
3,6,2,2,3,Bovine,'More than sporadically',25000,2,159.44779,58.858186,1099.61,0.025683,0.060863,0.702717,0.13818,0.840897,'Deserts & Xeric Shrublands',26.501699,409641256.2,12.427618,16735.61476,0.324075,0.10379,0.427865,0.473575,0.257774,0.731349,12
5,6,5,4,3,Bovine,'More than sporadically',300000,19.682609,306.721181,92.36317,1189.66,0.661789,2.526458,0.253303,0.223955,0.477259,'Montane Grasslands & Shrublands',15.999296,9672910828,1.785688,113838.1711,0.378204,0.204741,0.582944,0.63956,0.121628,0.761188,5
5,6,5,2,1,Bovine,'More than sporadically',100000,33,328.527897,141.968803,2346.01,0.596762,2.061339,0.271145,0.211989,0.483134,'Tropical & Subtropical Grasslands, Savannas & Shrublands',19.049919,10443153939,3.223087,87453.73853,0.445564,0.23419,0.679755,0.5925,0.149897,0.742397,6
5,5,5,3,1,Bovine,'More than sporadically',50000,11.643519,378.877578,96.82616,1528.56,0.728203,3.072443,0.207048,0.219745,0.426793,'Montane Grasslands & Shrublands',19.26234,3685774521,3.440057,70074.80586,0.393932,0.170194,0.564126,0.59024,0.158074,0.748314,5
5,5,5,3,1,Bovine,'More than sporadically',7000,11.643519,378.877578,96.82616,1528.56,0.728203,3.072443,0.207048,0.219745,0.426793,'Montane Grasslands & Shrublands',19.26234,3685774521,3.440057,70074.80586,0.393932,0.170194,0.564126,0.59024,0.158074,0.748314,5
5,5,6,3,1,Bovine,'More than sporadically',15000,12.075894,280.169175,102.661345,1421.84,0.753702,3.282652,0.237039,0.173661,0.4107,'Tropical & Subtropical Moist Broadleaf Forests',20.33478,11262949597,1.88455,134488.7014,0.417374,0.160358,0.577732,0.646454,0.114854,0.761308,5
6,6,2,3,1,Bovine,'More than sporadically',70000,1,49,27.379184,1012.93,0.045335,-0.023566,0.57356,0.125767,0.699327,'Tropical & Subtropical Grasslands, Savannas & Shrublands',26.859889,519913905.4,19.642775,16926.60016,0.270501,0.195924,0.466425,0.439574,0.239594,0.679168,3
6,6,2,2,1,Camelids,'More than sporadically',15000,2,24.913935,24,914.043,0,-0.051383,1,-0,1,'Deserts & Xeric Shrublands',25.734917,224768532,33.13341,8419.01874,0.197629,0.151454,0.349082,0.399316,0.279452,0.678768,12
2,6,2,3,1,Camelids,'More than sporadically',110000,5.990292,129.680614,47.971421,975.27,0.033792,0.076132,0.595002,0.137223,0.732226,'Deserts & Xeric Shrublands',24.664678,5721975033,14.586258,61004.81713,0.345549,0.199105,0.544654,0.45327,0.264688,0.717957,12
5,6,6,4,3,Bovine,'More than sporadically',22000,7.147825,252.932998,71.004827,1110.13,0.710938,1.180126,0.341464,0.261304,0.602768,'Montane Grasslands & Shrublands',19.481818,3528182994,4.629636,52327.22873,0.301805,0.208679,0.510484,0.551972,0.167044,0.719015,5
6,5,7,1,1,Bovine,'More than sporadically',350000,15.835479,319.776934,85.809296,1215.68,0.429145,1.721856,0.345199,0.20648,0.551679,'Montane Grasslands & Shrublands',15.128372,6350455225,2.607595,86364.89723,0.360754,0.210759,0.571512,0.601899,0.132352,0.734251,6
3,6,5,1,1,Bovine,'More than sporadically',17500,35.218014,394.255245,151.651164,2124.16,0.352264,1.31644,0.356871,0.17692,0.533792,'Tropical & Subtropical Grasslands, Savannas & Shrublands',18.435432,6770184649,3.702343,78976.34522,0.509104,0.191644,0.700748,0.582441,0.167955,0.750396,6
3,4,7,1,1,Bovine,'More than sporadically',255000,21,249.224267,63.16223,1399.85,0.141753,0.084008,0.431951,0.190725,0.622676,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.285024,4922658491,7.789188,63853.81797,0.308859,0.32405,0.632909,0.512234,0.185674,0.697908,5
3,6,6,2,1,Bovine,'Absence or near absence',37000,21.094099,239.274151,63,1353.27,0.18343,0.152851,0.409473,0.208478,0.617951,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.568717,5048116214,8.243523,62808.44579,0.299652,0.334814,0.634466,0.507847,0.186673,0.69452,8
2,6,2,2,1,Bovine,'More than sporadically',450000,2,48.42252,24.905869,675.991,0.044736,-0.097625,0.635997,0.1407,0.776697,'Deserts & Xeric Shrublands',23.249548,350797315.9,30.659709,9641.011261,0.197247,0.207322,0.404569,0.40986,0.24353,0.65339,12
6,6,2,2,1,Bovine,'More than sporadically',16000,5,191.296615,58.174529,958.61,0.094679,0.002296,0.484656,0.166252,0.650909,'Tropical & Subtropical Grasslands, Savannas & Shrublands',26.316627,2397456116,5.186064,51168.84841,0.346533,0.296395,0.642928,0.539996,0.165739,0.705736,12
3,6,1,2,1,Bovine,'More than sporadically',8000,5,192.452526,59.059927,1014.78,0.322981,0.223257,0.371094,0.226568,0.597662,'Tropical & Subtropical Grasslands, Savannas & Shrublands',24.385388,5843969356,3.805905,82355.12126,0.352315,0.30973,0.662045,0.574376,0.155403,0.72978,3
3,6,2,2,1,Bovine,'More than sporadically',10000,10,205.410955,72.410955,1066.5,0.665079,0.257784,0.313923,0.237208,0.551131,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.249666,7114028702,3.24403,86445.70635,0.335892,0.31942,0.655312,0.580405,0.137396,0.717801,6
3,6,1,4,1,Bovine,'More than sporadically',17000,4,183.086113,58.410955,1032.57,0.276051,0.199911,0.361133,0.206217,0.567351,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.54747,4432881245,3.921869,73558.58883,0.345268,0.303275,0.648542,0.565903,0.160792,0.726695,12
3,6,1,3,1,Bovine,'More than sporadically',700000,5,198.171039,54,937.954,0.147999,-0.100796,0.430662,0.174112,0.604775,'Inland Water',26.532855,3887088742,11.042048,49670.96976,0.283205,0.329946,0.613151,0.479138,0.197531,0.676669,3
5,6,7,4,1,Bovine,'More than sporadically',325000,4.425093,218.311778,55.457818,885.715,0.209179,0.180645,0.440614,0.194351,0.634965,'Tropical & Subtropical Grasslands, Savannas & Shrublands',23.943265,6648938514,4.31597,79072.05899,0.323605,0.329695,0.6533,0.559422,0.162624,0.722046,5
5,6,7,2,1,Bovine,'More than sporadically',30000,4,166.582357,50.181032,1111.29,0.09921,-0.106772,0.443175,0.172686,0.615861,'Flooded Grasslands & Savannas',26.120206,2420829642,17.448591,34834.2776,0.264942,0.309928,0.574871,0.450272,0.207689,0.65796,5
5,6,8,4,1,Bovine,'More than sporadically',750000,18.076861,249.285441,67.363534,1259.94,0.220274,0.160697,0.371485,0.195513,0.566998,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.474002,4910543141,9.025726,60910.65231,0.303798,0.340998,0.644796,0.502768,0.191617,0.694385,5
3,6,7,3,1,Bovine,'More than sporadically',660000,11.684273,239.123563,57.27104,861.33,0.114335,0.395936,0.555543,0.120857,0.6764,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.875476,179498199.5,2.653535,7535.126693,0.202537,0.285722,0.488259,0.609544,0.154167,0.763711,5
5,6,7,3,1,Bovine,'More than sporadically',250000,16,232.078886,62.604535,1134.72,0.111511,-0.087748,0.465007,0.176015,0.641022,'Tropical & Subtropical Grasslands, Savannas & Shrublands',26.307681,4934550814,10.544266,59809.07872,0.31045,0.323148,0.633599,0.483351,0.203181,0.686532,6
2,6,1,3,1,Bovine,'More than sporadically',110000,23.442435,285.117892,97.318746,1893.63,1.525031,1.571566,0.167389,0.285786,0.453175,'Tropical & Subtropical Grasslands, Savannas & Shrublands',22.528479,11437808523,2.359126,129090.0162,0.355462,0.280569,0.636032,0.623557,0.132156,0.755713,12
3,6,7,3,1,Bovine,'More than sporadically',70000,14,191.181032,60.080363,771.16,0.075328,-0.154765,0.558696,0.177495,0.736191,'Tropical & Subtropical Grasslands, Savannas & Shrublands',26.696154,3780596151,13.156474,48870.02232,0.292131,0.335402,0.627533,0.463726,0.213613,0.677338,6
3,6,7,2,1,Bovine,'More than sporadically',275000,10.796381,176.903133,52.929778,754.04,0.239917,-0.093344,0.452858,0.236464,0.689322,'Tropical & Subtropical Grasslands, Savannas & Shrublands',28.156508,630682611.2,8.169829,18384.91566,0.243232,0.286677,0.529909,0.536597,0.200952,0.737549,6
2,6,1,2,1,Bovine,'More than sporadically',29000,19.953585,241.076477,66.623133,1298.91,0.174605,0.088072,0.409006,0.186445,0.59545,'Tropical & Subtropical Grasslands, Savannas & Shrublands',25.44664,5202997730,8.766818,62734.29249,0.296908,0.340899,0.637807,0.504084,0.188773,0.692857,12
3,6,7,3,1,Bovine,'More than sporadically',50000,5,169.620881,43.543095,1093.31,0.112524,-0.112297,0.450424,0.156189,0.606614,'Tropical & Subtropical Grasslands, Savannas & Shrublands',24.444823,3519280394,15.869045,47003.75138,0.285706,0.30499,0.590697,0.464614,0.222063,0.686677,5
6,6,7,4,1,Bovine,'More than sporadically',260000,26.434237,293.814013,80.784614,1722.96,0.65703,0.950791,0.262582,0.253447,0.516029,'Tropical & Subtropical Grasslands, Savannas & Shrublands',23.033853,9867007742,3.916391,99285.16641,0.322072,0.303018,0.62509,0.570342,0.155728,0.72607,5
